,EPS,P/E,RoE,Debt/Equity,Cash Flow/Share,Div Yield,Beta,cluster
TAP,5.1717,11.974785853781155,0.005626545449161201,1.2122244103232305,2.751437184699275,0.02648151138382044,1.04,10
MDLZ,1.6985,28.095378274948484,0.03128291141709248,1.4438506845574757,1.428502184645852,0.020117351215423303,0.77,16
MNST,1.7,34.376470588235286,0.06876820932137456,0.2512265405891761,0.5788090704079658,0.0,1.43,16
MSI,5.9411,23.561293363181907,-0.3271461716937355,-8.263727764887857,4.955117134819462,0.01521645949421346,0.72,1
MYL,1.04,30.05769230769231,0.014644212759609488,1.7726707662727288,1.267573128846016,0.0,1.69,16
NOV,-0.0874,0.0,0.0008683696360083942,0.4274549533251321,0.5763718824410001,0.00702247191011236,1.58,18
NKTR,4.3027,9.308108861877423,-0.053707512672320656,0.25639369830659586,-0.41258341277407057,0.0,3.74,10
NTAP,4.0328,16.370759769886927,0.20243902439024392,5.84390243902439,1.8260957586800284,0.02120569524386549,1.28,10
NFLX,2.78,130.58273381294964,0.025565949226582986,3.95811512827928,-2.828847523700237,0.0,1.53,12
NWL,-14.6808,0.0,0.039691016593553306,2.3724203700171658,1.067694944301628,0.05392731535756155,1.4,17
NWSA,-2.2446,0.0,0.010254749568221071,0.6253238341968912,0.6358268993706612,0.015408320493066256,1.33,18
NWS,-2.2446,0.0,0.010254749568221071,0.6253238341968912,1.2272704503331162,0.015140045420136259,1.36,18
NEE,14.11,13.33309709425939,0.01235941893158388,1.927747188378632,4.193086948520185,0.02360070164248126,0.19,0
NLSN,0.9,29.0,0.02389843166542196,3.0918595967139657,1.0901930514982408,0.0528735632183908,1.14,16
NKE,1.37,61.86861313868613,0.09703287890938253,1.597892083858403,1.2107056888867704,0.009674374705049551,0.85,5
NI,-0.1192,0.0,-0.002034464170825436,3.0527395711975513,-1.039211369847568,0.029279279279279282,0.44,18
NBL,-0.16,0.0,-0.08741778060683217,1.1812009335879483,1.1724237558176296,0.018566493955094996,1.59,18
JWN,2.7856,15.809879379666855,0.05569409808811305,6.239401496259352,0.28686859027993594,0.033605812897366034,0.52,10
NSC,9.59,19.11366006256517,0.04556698346569457,1.3834136180184873,3.1481931539885215,0.0165848336061102,1.43,1
NOC,18.5842,15.535239612143648,0.08024917552216929,3.599120556980579,14.003935477029305,0.016279311419763774,0.98,0
NCLH,4.29,12.902097902097902,0.025932244519160742,1.5500532366169315,1.6141306324326292,0.0,2.17,10
NRG,-2.6941,0.0,-0.3173076923076923,-13.212606837606838,1.9246024902562688,0.002842254855518712,0.53,9
NUE,7.4707,8.190664864068962,0.06605125081724228,0.7882514824738936,1.6116083261614382,0.025167511031214253,1.72,19
ORLY,16.27,23.601106330669946,0.8492649865551494,21.56582887292283,4.8774859571884015,0.0,0.89,13
OXY,5.3998,12.209711470795215,0.03309892170651664,1.0559774964838256,3.3111442519860237,0.047019566206582736,1.07,19
OMC,5.8674,12.889866039472336,0.15672725845078714,8.349024380668213,8.766110393355119,0.031733439111463715,0.28,19
OKE,2.245,30.23162583518931,0.047087087791258905,1.6923140748543686,1.2628931765529547,0.04619124797406807,1.36,16
ORCL,1.07,49.046728971962615,0.07631165772602383,2.8543438440402986,0.15213490409371064,0.014481707317073171,1.1,11
PCAR,6.246,11.189561319244316,0.06727647243654646,1.9655180439665303,3.0729948066935946,0.016597510373443983,1.4,19
PH,10.640999999999998,16.518184381167185,0.05360718763504459,1.631329329693911,2.950195184168824,0.016726403823178016,1.67,19
PAYX,2.7,28.107407407407408,0.09725716642606724,1.88818313054238,0.6224049057202771,0.028725787323758068,1.07,16
PYPL,1.74,55.16091954022989,0.037956583907448334,1.8163265306122451,0.9665788733474826,0.0,0.75,5
PNR,1.9736,21.81293068504256,0.05059637274658243,1.0731441642612058,0.901589598748862,0.024390243902439032,1.21,1
PEP,8.85,13.193220338983052,0.4721035955365753,4.342609174817468,3.3338316639258485,0.03072541966426858,0.57,19
PKI,0.0,0.0,0.027579590360373774,1.3116348253644647,1.433121477179766,0.002992092327420389,1.42,18
PRGO,0.8587,56.993129148713166,-0.011926216474080356,0.9334075409025054,1.0599380230683733,0.01491622394769105,1.89,5
PCG,0.2609,71.94327328478344,0.029160666529520683,2.6583521909072205,2.8592140728087387,0.0,-0.78,5
PSX,11.977,8.128913751356768,0.08249548852797113,0.41100430891614187,9.076754385964913,0.031840591618734586,0.89,0
PNW,4.5181,20.632566786923707,0.05884146136448711,2.276254807070868,5.031771948608137,0.029821926625187727,0.21,1
PXD,5.7031,24.92153390261437,0.026587399884402608,0.4782429196598134,5.3618988396240805,0.0,1.34,1
RL,5.4274,23.421896303939274,0.03577924207638868,0.8163928560779987,8.913369105629396,0.01868313404657017,0.98,1
PPL,2.5962,12.187042600724135,0.03560092648194218,2.7227417002659347,0.8475081733910175,0.051833122629582805,0.65,10
PFG,5.4,9.79074074074074,0.020763827919227398,20.297532923617208,5.183354053335441,0.0397200680915453,1.36,13
PG,4.21,23.81235154394299,0.05915910353769216,1.2825338025560291,1.6017876701924385,0.028341147132169574,0.23,1
PGR,5.0,14.454,0.07828785374574156,2.8221658177893216,2.942627162185305,0.009420229694202295,0.7,10
PLD,2.87,24.95470383275261,0.026821127708095936,0.5658230952754569,0.8402332037756801,0.02680815414688634,1.22,1
PRU,9.6336,9.862356751370204,0.017092786473867166,15.756772322438653,27.863080684596575,0.03789074834227976,1.43,15
PEG,4.35,13.172413793103447,0.028692805905703736,2.1390068946305454,1.6994757147096646,0.031064572425828968,0.54,10
PSA,7.43,27.07133243606999,0.04235583424610271,0.20549739176361434,3.9707336376775024,0.039773292234264686,0.31,1
PHM,3.5602,7.859109038818043,0.048794860373507984,1.111547595968435,1.5687409342503118,0.013581129378127232,0.66,10
PVH,9.0615,12.980190917618494,0.04279025557980709,1.0823769626135324,-0.07922360863537334,0.0012752933174630164,1.65,19
QRVO,0.4781,141.81133654047267,0.015187271154299896,0.26849138797374883,2.7137854368062286,0.0,0.95,12
QCOM,1.5949,33.306163395824186,0.2952723251313243,8.468067459220347,0.29413951797473376,0.04574548192771085,0.75,16
PWR,2.2664,16.096011295446523,0.032580938982708564,0.8807481810538718,0.2677787593045312,0.0,1.42,10
DGX,5.3944,16.276138217410647,0.02415644171779141,1.084930981595092,2.1679698982891407,0.02312072892938496,0.96,10
RRC,0.9646,10.999377980510054,0.008242500629159155,1.0398054901184195,0.9195487064387488,0.00754005655042413,1.71,10
RJF,6.79,12.306332842415314,0.040533941071137884,5.261110206739378,1.5811341624243112,0.014241263762565818,1.41,19
RTN,10.1496,18.385946244186965,0.07252440725244072,1.7417189679218967,8.616810575434295,0.018594930603933336,1.1,19
RHT,1.5973,114.46190446378263,0.06634443897330136,2.584506097436765,0.7735234215885947,0.0,-0.06,4
REG,1.3439,49.02150457623334,0.010210847693537594,0.6917570600178683,0.9862549647964212,0.03331815421979356,0.7,11
REGN,22.64,18.662544169611305,0.09368184257705,0.3399677982939947,6.788284931915133,0.0,0.97,0
RSG,3.18,24.41194968553459,0.03797101083624529,1.7266717967478649,1.5419009004527138,0.018549529820945508,0.55,1
RMD,3.1489999999999996,32.149888853604324,0.0637199367703385,0.9732766747578276,0.9034752267969294,0.014223627024891347,0.47,16
RHI,3.6057,18.93113681116011,0.1068135944574764,0.7899742098837657,1.0333142981911017,0.016407852329329037,1.57,1
ROK,6.8967,25.98779126248785,0.06293651416463941,3.657772894922703,1.773405607976979,0.020336997154494225,1.44,1
ROP,9.1365,34.716795271712364,0.033223492924985464,0.9706015377657168,4.487049337239318,0.005359563668463697,1.07,16
ROST,4.2885,22.00536318059928,0.10608431385530016,0.956525913484814,1.176203287199566,0.008848150895411676,0.81,1
RCL,8.62,14.029002320185617,0.02842772578283783,1.4453059625350086,3.503201018201305,0.02150004134623336,1.97,19
CRM,1.0982,146.8858131487889,0.007146260123868509,0.8095691826039609,0.1869281045751634,0.0,1.05,12
SBAC,-0.02,0.0,-0.005133091877066519,-3.2936828694187086,1.7568411856584394,0.0,0.62,18
SLB,1.54,28.80519480519481,0.014877495713732647,0.9380288700846192,1.6855151269740267,0.04508566275924256,1.6,16
STX,5.86,8.022184300341296,0.19855222337125128,3.5444674250258528,1.0222190672251013,0.05360561582641992,1.88,19
SEE,1.0215,42.535487028879096,-0.5705679862306369,-15.487091222030983,1.786253558050028,0.014729574223245109,0.97,11
SRE,-1.7547,0.0,0.01863316703732644,2.4940794614413657,3.5153109698165608,0.02960415259959486,0.45,18
SWKS,6.3018,13.078802881716335,0.07054948864621252,0.17348884431567738,3.1539941975698733,0.016986168405726764,0.83,19
SNA,12.0834,13.35220219474651,0.05647347360268491,0.7275396927843036,3.881976409666283,0.02113549026899715,1.47,19
LUV,4.31,12.440835266821349,0.06637572313001118,1.7710342027808792,1.7894331169970816,0.011283103319656844,1.73,10
SWK,4.308,32.24698235840297,-0.008468443304597336,1.463631400530706,8.081556997219646,0.01857183990786064,1.35,16
SBUX,2.28,31.271929824561404,-0.26364865333287113,-7.924052826787758,1.91299453200386,0.01851332398316971,0.41,16
SRCL,1.5302,29.68239445824075,0.00804381310970392,1.3589936676364882,-1.5574810971907942,0.0,1.97,16
SYK,9.5,19.86,0.1763000852514919,1.3213128729752772,2.8068104061288293,0.010229501245561034,1.03,1
SYMC,-0.0632,0.0,0.01100575685743312,1.7863189976295293,0.5897840639407275,0.013233348037053371,1.09,18
SYF,3.77,8.456233421750662,0.05334514238997139,6.275650633601308,3.62887434459092,0.02258469259723965,1.59,10
SNPS,3.9583,25.84442816360559,0.040625044657010334,0.6774160170339699,-0.9646541099560604,0.0,1.28,1
SYY,2.84,23.70774647887324,0.12335096852054495,7.377245533844242,1.2593799358473738,0.02183276399821773,0.69,1
TROW,7.39,13.267929634641408,0.0560227291282269,0.15046617572620544,0.4541529814106254,0.028556858745537986,0.98,19
TTWO,3.24,26.87345679012345,0.08875508208025087,1.1638625930779638,5.268853502058995,0.0,1.18,16
TPR,2.5324,14.00252724688043,0.07304208233000803,1.0408496732026145,2.1322307209512448,0.03807106598984772,1.03,10
TGT,6.0527,11.93682158375601,0.056137184115523465,2.932490974729242,1.7246863945239292,0.03487889273356402,1.0,19
TEL,8.5777,9.717057019947072,0.036342321219226266,0.8745603751465416,0.8764836773359618,0.020635872825434914,0.0,19
FTI,0.4012,56.605184446660026,0.010691303261349464,1.0774084718230612,0.3241228777075916,0.022897402025539408,1.06,5
TXN,5.7201,18.76016153563749,0.13775850567044695,0.9053813653546808,2.233111896083777,0.02450843351039045,1.11,1
TXT,4.9239,11.18219297711164,0.047380585516178735,1.7473035439137137,1.751328410296618,0.001452960406828914,1.74,10
CLX,6.132999999999999,26.019892385455734,0.2452830188679245,5.836927223719678,1.4824755781654757,0.024063165810251908,0.39,1
COO,2.8329,103.28285502488615,0.030414802273551818,0.8480469222396904,4.7953951235331065,0.00020506510817184454,1.05,4
MOS,-0.298,0.0,0.023703263867606496,0.9348567269384004,1.3588606117207562,0.003095975232198143,1.48,18
TRV,9.3652,13.990090975099303,0.026906613086398183,3.5927317201013365,3.5992118181714634,0.02312624026866127,0.99,19
DIS,7.34,15.701634877384196,0.05540981000079498,0.8829000715478178,1.407987764794269,0.01457700650759219,0.52,19
TMO,7.3038,34.51627919713026,0.03255274414558109,1.0365765243239324,4.473689440006359,0.002697342324474416,1.31,16
TIF,3.59,25.82172701949861,0.031549202127659576,0.6909242021276597,0.5266741593312386,0.022653721682847898,1.32,1
TJX,2.48,20.302419354838708,0.14500122030720544,1.8582090531766697,0.7410664791964641,0.01472194637537239,0.84,1
TSS,3.1660000000000004,29.62413139608339,0.05275520455886641,1.8882368500633817,1.5849452699776914,0.005544301098198102,0.99,16
TSCO,4.3486,22.085268822149658,0.08762277343099717,0.9754273859983864,2.7933201166562904,0.012494793835901706,1.17,1
TDG,14.7274,29.66511400518761,-0.10302580909512488,-8.43255745869711,6.236421725239617,0.0,1.22,16
TRIP,0.8203,66.97549676947457,0.004758667573079538,0.4731475186947655,0.2477997777795541,0.0,0.28,5
FOXA,7.48,6.840909090909091,0.3379159506327136,1.0021871582565225,-0.02173070927145435,0.007035372288450264,0.3,19
FOX,7.48,6.795454545454545,0.3379159506327136,1.0021871582565225,-0.028803250008453126,0.007082431634861303,0.31,19
TSN,5.4362,11.647842242743092,0.041974556258094015,1.4531880856250476,2.9398117572149007,0.02132027795325332,0.5,19
UDR,0.4791,93.67564182842828,0.028268961066896105,1.313387309098731,0.6025194930536154,0.028743315508021387,0.83,4
ULTA,10.8,28.77037037037037,0.0714514505353711,0.8154522218881146,2.599996628001079,0.0,1.49,16
UAA,-0.1022,0.0,0.002091358346666693,1.1047563279951966,2.7151895360736824,0.0,0.64,18
UA,-0.1022,0.0,0.002091358346666693,1.1047563279951966,2.2510417541239325,0.0,0.42,18
UNP,7.96,21.3643216080402,0.07609068207413211,1.920628702932968,3.198326688597523,0.01799364930024697,1.09,1
UAL,0.0,0.0,0.046223111555777886,3.47943971985993,4.0409008162546245,0.0,1.04,18
UNH,12.4567,21.443078825049973,0.05880532342927886,1.8956012070566388,2.4970324291143977,0.012916027104938041,1.06,1
UPS,5.52,19.992753623188406,0.14916035561409285,15.328284491274285,4.732374100719425,0.03298296484233418,1.39,13
URI,13.2973,10.290810916501847,0.0910960916838084,4.496620628856891,9.171891294241812,0.0,2.44,0
UTX,6.6235,19.290405374801843,0.017843208656297144,2.4317744368724963,2.3266635644485807,0.02218830711434609,1.17,1
UHS,8.9363,15.223302709174938,0.031960691643618415,1.0865665686940749,4.061075596739194,0.002940311673037342,1.36,19
UNM,2.37,15.725738396624472,0.028891878726020087,6.262172632164978,2.1106482905146633,0.026294606922457737,1.53,10
VFC,3.4968,24.73690231068405,0.10777715047862822,1.3913529757542162,3.371322404924104,0.02184971098265896,1.33,1
VLO,7.3297,11.64031270038337,0.043937785572529656,0.9043707019892002,3.954674434608822,0.03750586029067042,1.32,19
VAR,3.9989999999999997,33.26331582895724,0.061538461538461535,1.007036374478235,1.5521381832602612,0.0,0.89,16
VTR,1.0196,63.01490780698314,0.005082197215564,1.18686273701756,1.0215729983772524,0.04922178988326848,0.58,5
VRSN,5.15,34.71650485436893,-0.1315037308531232,-2.3818404387234984,1.8251681075888568,0.0,0.79,16
VRSK,3.6396,34.35267611825475,0.07060755336617405,1.8495605138607167,1.0604855972111795,0.0,0.88,16
VZ,3.77,15.098143236074273,0.03648508796688306,3.9536927274437863,1.9590760034365509,0.041900913562895284,0.5,10
VIAB,3.7338,7.8177727784027,0.041851368970013035,1.9271186440677963,0.6447234475738038,0.027406646111682084,1.47,10
V,4.6588,31.310637932514812,0.08423522510632057,1.1016278046634405,1.8820921276668685,0.006032768903818468,0.83,16
VNO,2.0204,34.097208473569594,0.025310224711778632,2.528278828127817,1.6593906631327575,0.03658005516040064,1.21,16
VMC,3.8991,28.898976686927764,0.023837269309076103,0.8897392474931783,1.9700866351629716,0.009939652112176074,0.84,16
WMT,2.2848,43.570553221288506,0.05085797837122048,1.92646490840874,3.5952031831918663,0.020894023103967856,0.64,11
WBA,5.44,12.946691176470587,0.0438517708618064,1.7055722597524308,0.4854549019815675,0.023853471532017605,0.83,10
WM,4.4862,22.23039543488921,0.08462151394422311,2.659601593625498,2.1520600311482374,0.01865035596109496,0.65,1
WAT,7.7352,30.433602233943528,0.11813753702325973,1.3783103994364678,2.3968130330314468,0.0,1.29,16
WEC,3.36,22.809523809523807,0.0209078040186164,2.40680089212062,1.385952846543675,0.028836116910229644,0.34,1
WDC,2.8007,17.6705823544114,-0.04462976539589443,1.5603922287390029,1.61250949799038,0.04041220448575469,1.7,10
WU,1.8869,9.449361386400977,-0.6846352485474501,-30.040671400903808,0.6863100634632819,0.04262478968031408,0.8,9
WRK,3.57,11.000000000000002,0.01198755569344261,1.6415108973861785,1.1868913315033305,0.04443595620066208,1.73,10
WY,0.9954,26.21056861563191,-0.010280787088215787,0.9068096396197214,0.3911461654280372,0.05059409735530855,1.91,16
WHR,-2.2840000000000003,0.0,0.07420340462680053,6.609340899170668,29.007393424571337,0.031254293172139035,1.78,15
WMB,0.0,0.0,-0.038949522510231926,1.5257162346521147,0.7946735395189003,0.05016599040944302,1.51,18
WLTW,5.3059,32.24523643491207,0.03836784409257003,2.272330491270808,4.436791238112968,0.01402770471681571,0.54,16
XRX,1.4096,22.339670828603854,0.02625023950948457,1.8434566008813948,1.8073102433118635,0.031756113051762465,2.23,1
XLNX,3.2008,38.349787553111724,0.09076310246303364,1.030477078865992,1.2399748779447315,0.01164969450101833,1.24,11
XYL,3.0435,24.57696730737637,0.08128612716763006,1.6040462427745663,1.1017382982038326,0.011229946524064172,1.12,1
YUM,4.7877,19.923971844518245,-0.04213979308604592,-1.5210698965430234,1.2167709460714309,0.015095922004402976,0.55,1
ZBH,-1.8472,0.0,-0.07991238105373312,1.139640478534245,1.860513001529592,0.007714561234329799,1.38,18
ZTS,2.9478,32.09512178573852,0.15789473684210525,3.932265446224256,1.2197872891480706,0.005728781312757637,0.67,16
,,,,,,,,
